Network Name,IP Address,u_marsha,u_lsp,LSP,Contact
LNZCY,83.164.154.100,LNZCY,Mikenopa,Mikenopa,Bartosz Puszkiewicz <bartosz.puszkiewicz@mikenopa.com>; Mikenopa Trio <trio@mikenopa.com>; Gisbert Haas <Gisbert.Haas@mikenopa.com>
LONTW,167.98.11.0,LONTW,Mikenopa,Mikenopa,Bartosz Puszkiewicz <bartosz.puszkiewicz@mikenopa.com>; Mikenopa Trio <trio@mikenopa.com>; Gisbert Haas <Gisbert.Haas@mikenopa.com>
BCNSU,80.28.245.149,BCNSU,Mikenopa,Mikenopa,Bartosz Puszkiewicz <bartosz.puszkiewicz@mikenopa.com>; Mikenopa Trio <trio@mikenopa.com>; Gisbert Haas <Gisbert.Haas@mikenopa.com>
KLXLC,62.74.250.120,KLXLC,Mikenopa,Mikenopa,Bartosz Puszkiewicz <bartosz.puszkiewicz@mikenopa.com>; Mikenopa Trio <trio@mikenopa.com>; Gisbert Haas <Gisbert.Haas@mikenopa.com>
PARAC,46.218.2.101,PARAC,Mikenopa,Mikenopa,Bartosz Puszkiewicz <bartosz.puszkiewicz@mikenopa.com>; Mikenopa Trio <trio@mikenopa.com>; Gisbert Haas <Gisbert.Haas@mikenopa.com>
BRUER,194.78.224.66,BRUER,Mikenopa,Mikenopa,Bartosz Puszkiewicz <bartosz.puszkiewicz@mikenopa.com>; Mikenopa Trio <trio@mikenopa.com>; Gisbert Haas <Gisbert.Haas@mikenopa.com>
HELAK,79.134.115.38,HELAK,Mikenopa,Mikenopa,Bartosz Puszkiewicz <bartosz.puszkiewicz@mikenopa.com>; Mikenopa Trio <trio@mikenopa.com>; Gisbert Haas <Gisbert.Haas@mikenopa.com>
HHNAK,5.45.1.244,HHNAK,Mikenopa,Mikenopa,Bartosz Puszkiewicz <bartosz.puszkiewicz@mikenopa.com>; Mikenopa Trio <trio@mikenopa.com>; Gisbert Haas <Gisbert.Haas@mikenopa.com>
MLAMC,194.158.52.142,MLAMC,Mikenopa,Mikenopa,Bartosz Puszkiewicz <bartosz.puszkiewicz@mikenopa.com>; Mikenopa Trio <trio@mikenopa.com>; Gisbert Haas <Gisbert.Haas@mikenopa.com>
NCEAC,46.218.68.246,NCEAC,Mikenopa,Mikenopa,Bartosz Puszkiewicz <bartosz.puszkiewicz@mikenopa.com>; Mikenopa Trio <trio@mikenopa.com>; Gisbert Haas <Gisbert.Haas@mikenopa.com>
FRADE,62.157.211.18,FRADE,Mikenopa,Mikenopa,Bartosz Puszkiewicz <bartosz.puszkiewicz@mikenopa.com>; Mikenopa Trio <trio@mikenopa.com>; Gisbert Haas <Gisbert.Haas@mikenopa.com>
BVAOX,212.106.113.12,BVAOX,Mikenopa,Mikenopa,Bartosz Puszkiewicz <bartosz.puszkiewicz@mikenopa.com>; Mikenopa Trio <trio@mikenopa.com>; Gisbert Haas <Gisbert.Haas@mikenopa.com>
POZOX,217.97.158.58,POZOX,Mikenopa,Mikenopa,Bartosz Puszkiewicz <bartosz.puszkiewicz@mikenopa.com>; Mikenopa Trio <trio@mikenopa.com>; Gisbert Haas <Gisbert.Haas@mikenopa.com>
TSEXR,85.29.134.216,TSEXR,Mikenopa,Mikenopa,Bartosz Puszkiewicz <bartosz.puszkiewicz@mikenopa.com>; Mikenopa Trio <trio@mikenopa.com>; Gisbert Haas <Gisbert.Haas@mikenopa.com>
PRGCY,89.24.97.133,PRGCY,Mikenopa,Mikenopa,Bartosz Puszkiewicz <bartosz.puszkiewicz@mikenopa.com>; Mikenopa Trio <trio@mikenopa.com>; Gisbert Haas <Gisbert.Haas@mikenopa.com>
WAWFP,178.73.4.88,WAWFP,Mikenopa,Mikenopa,Bartosz Puszkiewicz <bartosz.puszkiewicz@mikenopa.com>; Mikenopa Trio <trio@mikenopa.com>; Gisbert Haas <Gisbert.Haas@mikenopa.com>
TBSMC,2.57.219.247,TBSMC,Mikenopa,Mikenopa,Bartosz Puszkiewicz <bartosz.puszkiewicz@mikenopa.com>; Mikenopa Trio <trio@mikenopa.com>; Gisbert Haas <Gisbert.Haas@mikenopa.com>
WAWWI,37.128.98.192,WAWWI,Mikenopa,Mikenopa,Bartosz Puszkiewicz <bartosz.puszkiewicz@mikenopa.com>; Mikenopa Trio <trio@mikenopa.com>; Gisbert Haas <Gisbert.Haas@mikenopa.com>
PARSD,37.71.5.122,PARSD,Mikenopa,Mikenopa,Bartosz Puszkiewicz <bartosz.puszkiewicz@mikenopa.com>; Mikenopa Trio <trio@mikenopa.com>; Gisbert Haas <Gisbert.Haas@mikenopa.com>
VCEVM,2.33.78.9,VCEVM,Mikenopa,Mikenopa,Bartosz Puszkiewicz <bartosz.puszkiewicz@mikenopa.com>; Mikenopa Trio <trio@mikenopa.com>; Gisbert Haas <Gisbert.Haas@mikenopa.com>
ABZRI,167.98.54.183,ABZRI,Mikenopa,Mikenopa,Bartosz Puszkiewicz <bartosz.puszkiewicz@mikenopa.com>; Mikenopa Trio <trio@mikenopa.com>; Gisbert Haas <Gisbert.Haas@mikenopa.com>
VCEXR,88.42.165.131,VCEXR,Mikenopa,Mikenopa,Bartosz Puszkiewicz <bartosz.puszkiewicz@mikenopa.com>; Mikenopa Trio <trio@mikenopa.com>; Gisbert Haas <Gisbert.Haas@mikenopa.com>
LHRSI,31.221.56.19,LHRSI,Mikenopa,Mikenopa,Bartosz Puszkiewicz <bartosz.puszkiewicz@mikenopa.com>; Mikenopa Trio <trio@mikenopa.com>; Gisbert Haas <Gisbert.Haas@mikenopa.com>
VIESE,213.143.110.100,VIESE,Mikenopa,Mikenopa,Bartosz Puszkiewicz <bartosz.puszkiewicz@mikenopa.com>; Mikenopa Trio <trio@mikenopa.com>; Gisbert Haas <Gisbert.Haas@mikenopa.com>
LBCSC,62.26.108.68,LBCSC,Mikenopa,Mikenopa,Bartosz Puszkiewicz <bartosz.puszkiewicz@mikenopa.com>; Mikenopa Trio <trio@mikenopa.com>; Gisbert Haas <Gisbert.Haas@mikenopa.com>
YEIBG,38.255.88.197,YEIBG,Mikenopa,Mikenopa,Bartosz Puszkiewicz <bartosz.puszkiewicz@mikenopa.com>; Mikenopa Trio <trio@mikenopa.com>; Gisbert Haas <Gisbert.Haas@mikenopa.com>
PARAR,193.163.90.140,PARAR,Mikenopa,Mikenopa,Bartosz Puszkiewicz <bartosz.puszkiewicz@mikenopa.com>; Mikenopa Trio <trio@mikenopa.com>; Gisbert Haas <Gisbert.Haas@mikenopa.com>
PRGWH,197.47.25.34,PRGWH,Mikenopa,Mikenopa,Bartosz Puszkiewicz <bartosz.puszkiewicz@mikenopa.com>; Mikenopa Trio <trio@mikenopa.com>; Gisbert Haas <Gisbert.Haas@mikenopa.com>
AYTLD,91.93.38.206,AYTLD,Mikenopa,Mikenopa,Bartosz Puszkiewicz <bartosz.puszkiewicz@mikenopa.com>; Mikenopa Trio <trio@mikenopa.com>; Gisbert Haas <Gisbert.Haas@mikenopa.com>
MILSS,5.96.34.132,MILSS,Mikenopa,Mikenopa,Bartosz Puszkiewicz <bartosz.puszkiewicz@mikenopa.com>; Mikenopa Trio <trio@mikenopa.com>; Gisbert Haas <Gisbert.Haas@mikenopa.com>
MMJCH,153.156.18.171,MMJCH,NEC,NEC,Hara Kanon <hara.kanon.za@nesic.com>; nesic-mipj@ml.nesic.com; Sakai Masaya <sakai.masaya.za@nesic.com>
MMJFJ,153.156.22.84,MMJFJ,NEC,NEC,Hara Kanon <hara.kanon.za@nesic.com>; nesic-mipj@ml.nesic.com; Sakai Masaya <sakai.masaya.za@nesic.com>
OSAOW,153.246.67.41,OSAOW,NEC,NEC,Hara Kanon <hara.kanon.za@nesic.com>; nesic-mipj@ml.nesic.com; Sakai Masaya <sakai.masaya.za@nesic.com>
TYOEB,125.102.174.53,TYOEB,NEC,NEC,Hara Kanon <hara.kanon.za@nesic.com>; nesic-mipj@ml.nesic.com; Sakai Masaya <sakai.masaya.za@nesic.com>
MXLFI,201.171.250.123,MXLFI,NimbusNetworks,NimbusNetworks,Rene Villalobos <rvillalobos@nimbusnetworks.com>; Rene Villalobos <rvillalobos@nimbusnetworks.com>
PIOLC,200.48.32.163,PIOLC,NimbusNetworks,NimbusNetworks,Rene Villalobos <rvillalobos@nimbusnetworks.com>; Rene Villalobos <rvillalobos@nimbusnetworks.com>
RECPG,187.1.167.148,RECPG,NimbusNetworks,NimbusNetworks,Rene Villalobos <rvillalobos@nimbusnetworks.com>; Rene Villalobos <rvillalobos@nimbusnetworks.com>
DSMCM,206.226.69.34,DSMCM,Parity,,
HPNNB,69.193.159.94,HPNNB,Parity,,
MBSCB,47.44.150.142,MBSCB,Parity,,
PHLMO,38.123.136.147,PHLMO,Parity,,
RMGCY,12.162.192.110,RMGCY,Parity,,
CLELY,74.142.200.94,CLELY,Parity,,
,,,,Parity (Added to hotspot),Gavian Gough <ggough@paritysolutions.com>; Gressya Reyes <gressya.reyes@hotspotinternational.com>
ROMWI,195.110.152.0,ROMWI,Quadriga,Quadriga,"Simon.Streten@quadriga.com; Lilley, James <James.Lilley@quadriga.com>; Narayanan, Anantha <anantha.narayanan@quadriga.com>"
EDIFP,138.248.224.176,EDIFP,Quadriga,Quadriga,"Simon.Streten@quadriga.com; Lilley, James <James.Lilley@quadriga.com>; Narayanan, Anantha <anantha.narayanan@quadriga.com>"
JKTFA,180.178.103.35,JKTFA,Reivernet,Reivernet,Joseph Deo <joseph.deo@reivernet.com>; matt.fenton@reivernet.com; GNOC.Management <gnoc.management@reivernet.com>
AUHRX,94.56.211.161,AUHRX,Reivernet,Reivernet,Joseph Deo <joseph.deo@reivernet.com>; matt.fenton@reivernet.com; GNOC.Management <gnoc.management@reivernet.com>
CXRHT,222.255.146.133,CXRHT,Reivernet,Reivernet,Joseph Deo <joseph.deo@reivernet.com>; matt.fenton@reivernet.com; GNOC.Management <gnoc.management@reivernet.com>
DXBCB,94.56.76.182,DXBCB,Reivernet,Reivernet,Joseph Deo <joseph.deo@reivernet.com>; matt.fenton@reivernet.com; GNOC.Management <gnoc.management@reivernet.com>
DXBDE,2.50.5.242,DXBDE,Reivernet,Reivernet,Joseph Deo <joseph.deo@reivernet.com>; matt.fenton@reivernet.com; GNOC.Management <gnoc.management@reivernet.com>
DXBMB,213.42.94.91,DXBMB,Reivernet,Reivernet,Joseph Deo <joseph.deo@reivernet.com>; matt.fenton@reivernet.com; GNOC.Management <gnoc.management@reivernet.com>
GVAWH,212.243.247.253,GVAWH,Reivernet,Reivernet,Joseph Deo <joseph.deo@reivernet.com>; matt.fenton@reivernet.com; GNOC.Management <gnoc.management@reivernet.com>
HAMRN,176.94.185.194,HAMRN,Reivernet,Reivernet,Joseph Deo <joseph.deo@reivernet.com>; matt.fenton@reivernet.com; GNOC.Management <gnoc.management@reivernet.com>
KCHSI,210.187.46.29,KCHSI,Reivernet,Reivernet,Joseph Deo <joseph.deo@reivernet.com>; matt.fenton@reivernet.com; GNOC.Management <gnoc.management@reivernet.com>
KULCS,103.226.126.230,KULCS,Reivernet,Reivernet,Joseph Deo <joseph.deo@reivernet.com>; matt.fenton@reivernet.com; GNOC.Management <gnoc.management@reivernet.com>
LONCH,167.98.10.52,LONCH,Reivernet,Reivernet,Joseph Deo <joseph.deo@reivernet.com>; matt.fenton@reivernet.com; GNOC.Management <gnoc.management@reivernet.com>
DAYSH,98.102.147.5,DAYSH,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
ILECY,8.9.41.116,ILECY,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
PHLVO,216.178.65.130,PHLVO,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
VELSH,67.213.234.99,VELSH,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
VELTS,67.213.230.244,VELTS,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
WASWD,50.233.152.2,WASWD,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
YNGFS,98.103.62.3,YNGFS,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
SANVI,174.77.162.201,SANVI,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
NYCET,198.179.68.60,NYCET,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
TEBEL,24.38.7.46,TEBEL,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
LNKTS,162.210.5.60,LNKTS,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
LSEFD,104.201.89.194,LSEFD,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
GNVSC,204.134.233.2,GNVSC,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
HNMWI,24.43.221.5,HNMWI,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
RDUSF,96.10.240.194,RDUSF,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
PVDDT,70.169.182.147,PVDDT,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
VISVT,12.45.179.138,VISVT,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
GRRSH,12.170.86.194,GRRSH,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
JAXCA,12.228.48.66,JAXCA,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
MKTCY,68.232.230.194,MKTCY,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
RDMFI,66.39.161.154,RDMFI,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
RDMTS,67.59.65.218,RDMTS,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
SJCNO,209.37.255.2,SJCNO,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
ALOCL,159.242.49.60,ALOCL,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
BMGSH,192.210.25.158,BMGSH,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
CHIBG,12.229.169.9,CHIBG,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
CIDEL,192.154.14.165,CIDEL,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
COSSD,50.223.9.164,COSSD,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
DFWMC,12.190.109.162,DFWMC,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
DTTTT,12.238.140.7,DTTTT,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
DTWRM,144.121.181.75,DTWRM,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
FAYSH,65.133.125.243,FAYSH,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
FLLMP,134.6.148.131,FLLMP,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
GSOAB,96.10.149.34,GSOAB,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
GSOGA,97.75.157.2,GSOGA,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
HOUST,50.201.74.106,HOUST,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
HPNSI,12.68.74.220,HPNSI,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
HSVAV,24.246.103.2,HSVAV,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
INDSI,98.21.160.188,INDSI,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
ISPRH,24.246.100.21,ISPRH,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
LASVN,98.185.117.3,LASVN,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
LEXRD,147.0.200.34,LEXRD,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
MCNTX,12.16.129.108,MCNTX,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
MCOWS,65.127.191.10,MCOWS,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
MEMRI,12.104.86.235,MEMRI,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
MKECY,74.51.18.22,MKECY,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
MKETO,12.34.46.2,MKETO,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
MLBSC,184.80.40.194,MLBSC,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
MMHWI,12.198.59.114,MMHWI,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
MOBSP,66.184.144.98,MOBSP,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
MTHFI,207.250.171.27,MTHFI,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
OAKLM,69.170.44.114,OAKLM,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
OKCSI,12.176.122.124,OKCSI,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
OMAFD,184.187.12.194,OMAFD,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
PGVRI,207.192.225.66,PGVRI,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
PHLFA,65.220.47.146,PHLFA,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
PHLPF,50.204.112.103,PHLPF,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
RSTTS,71.87.10.85,RSTTS,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
RSWFB,63.148.219.19,RSWFB,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
SANCR,12.138.39.9,SANCR,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
SATNA,12.157.251.5,SATNA,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
SAVSP,64.203.230.35,SAVSP,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
SBNWL,12.150.45.217,SBNWL,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
SGFTS,12.20.100.92,SGFTS,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
TPARH,97.78.132.100,TPARH,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
WASBT,65.220.11.21,WASBT,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
YQGTS,198.175.23.66,YQGTS,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
YULBC,216.113.47.20,YULBC,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
YYZBM,72.138.24.254,YYZBM,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
YXUCY,207.35.96.123,YXUCY,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
EWRWM,65.74.2.114,EWRWM,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
PLNAK,12.31.195.130,PLNAK,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
YVRDT,74.3.157.158,YVRDT,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
DFWDS,12.5.51.53,DFWDS,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
FYVFC,70.182.114.2,FYVFC,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
JAXAL,12.237.80.141,JAXAL,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
SDFAP,74.219.153.41,SDFAP,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
TPASP,71.44.219.121,TPASP,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
YYCFI,204.191.60.226,YYCFI,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
TLHCY,208.44.197.8,TLHCY,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
DENFA,204.131.50.66,DENFA,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
ERISI,98.103.156.199,ERISI,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
FLGCY,207.192.242.194,FLGCY,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
FWARI,12.187.55.130,FWARI,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
LASEL,24.120.204.82,LASEL,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
MEMGR,12.168.167.194,MEMGR,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
SACCX,207.183.240.202,SACCX,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
TBNFI,45.45.185.233,TBNFI,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
SRQCY,170.55.47.68,SRQCY,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
SRQRI,199.27.246.2,SRQRI,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
POURK,208.240.100.210,POURK,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
ATLMA,12.164.183.247,ATLMA,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
WASVS,50.202.183.85,WASVS,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
BWITF,50.230.238.42,BWITF,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
ISPMF,95.56.189.109,ISPMF,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
MEMFG,12.183.61.98,MEMFG,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
ICTFD,12.219.119.217,ICTFD,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
INTWS,96.10.151.62,INTWS,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
LAXMB,216.193.225.190,LAXMB,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
SGFSN,95.115.112.50,SGFSN,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
TYSKN,12.138.228.131,TYSKN,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
YSBFI,209.91.163.245,YSBFI,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
BQKCY,69.64.117.163,BQKCY,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
CLEAL,98.103.171.28,CLEAL,SONIFI,SONIFI,LSP-SONIFI <LSP-SONIFI@marriottonline.onmicrosoft.com>
BNAFP,12.71.208.243,BNAFP,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
ATLDC,12.70.20.98,ATLDC,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
BNABR,12.153.6.10,BNABR,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
BOSBC,206.66.84.236,BOSBC,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
BOSDH,50.234.29.132,BOSDH,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
BWICB,65.242.119.250,BWICB,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
BWIDH,8.23.51.8,BWIDH,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
CAKFC,12.238.143.200,CAKFC,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
CLEFP,70.60.132.62,CLEFP,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
CMHWI,98.100.82.212,CMHWI,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
CVGAP,216.68.36.161,CVGAP,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
CVGCA,216.68.60.203,CVGCA,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
DALLS,172.108.196.66,DALLS,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
DALTG,97.77.36.197,DALTG,SafetyNetAccess,SafetyNetAccess,LSP-SafetyNetAccess <LSP-SafetyNetAccess@marriottonline.onmicrosoft.com>
